,playerId,Player,positionCode,gamesPlayed,goals,assists,ot_goals,time_on_ice_per_game,teamAbbrevs,goals_up_by_one,TOI_Down_One,goals_down_by_one,TOI_Tied,goals_when_tied,TOI,total_goals,shots,ixG,iFF,iSCF,iHDCF,rebounds_created,iCF,SH%,off_zone_starts,on_the_fly_starts,clutch_goals,TOI_Clutch,ot_goals_per_60,assists_per_60,goals_up_by_one_per_60,goals_down_by_one_per_60,goals_when_tied_per_60,shots_per_60,ixG_per_60,iFF_per_60,iSCF_per_60,iHDCF_per_60,iCF_per_60,rebounds_created_per_60,off_zone_starts_per_60,on_the_fly_starts_per_60,clutch_score,clutch_score_rank,predicted_clutch_score,actual_clutch_score_adjusted,predicted_clutch_score_adjusted,lower_bound_log,upper_bound_log,Significantly_Clutch,shap_iSCF_per_60,shap_assists_per_60,shap_rebounds_created_per_60,shap_SH%,season
340,8481596,Shane Pinto,C,123,38,33,0,1091.1316,OTT,8.0,313.43333333333,6.0,782.33333333333,11.0,2226.1333333333,38.0,246.0,42.36,389.0,321.0,157.0,57.0,503.0,15.45,222.0,1304.0,17.0,1095.76666666666,0.0,1.8069540352264886,0.43804946308520937,0.328537097313907,0.6023180117421628,13.470020989870187,2.319471907036183,21.300155142518303,17.576734706294026,8.596720713047233,27.542359991482538,3.1211024244821166,12.15587260061456,71.40206248288912,9.31,134.0,2.538997482257396,23.33,25.39,20.76,30.16,Inside Range,0.1132986492195101,-0.05258614313779711,0.08982068986746095,0.15935009877871387,2024-2026
184,8478398,Kyle Connor,L,144,69,99,3,1252.914,WPG,8.0,555.45,11.0,1081.4333333333,18.0,2997.25,69.0,472.0,50.78,641.0,463.0,158.0,77.0,846.0,14.62,489.0,1417.0,29.0,1636.8833333333,0.10996507590645047,3.6288475049128657,0.2932402024172013,0.4032052783236517,0.6597904554387028,17.30117194261487,1.861342184843185,23.49587121867825,16.971276714895524,5.791493997739725,31.01015140561903,2.822436948265562,17.924307372751425,51.940170853146775,10.63,93.0,2.5380148712497372,24.54,25.38,20.47,29.45,Inside Range,0.07838341899285489,0.12539857377346425,0.044578366922376156,0.06054032403153309,2024-2026
222,8478975,Mason Marchment,L,112,37,42,0,978.9235,"SEA,CBJ",10.0,314.65,5.0,658.81666666667,15.0,1834.1666666667,37.0,219.0,29.96,342.0,262.0,111.0,39.0,448.0,16.89,276.0,1126.0,20.0,973.46666666667,0.0,2.588686481303922,0.6163539241199815,0.30817696205999073,0.9245308861799723,13.498150938227594,1.8465963566634644,21.079304204903366,16.148472811943513,6.841528557731794,27.61265580057517,2.4037803040679275,17.011368305711486,69.40145185590991,12.33,45.0,2.5364059877858645,25.9,25.36,19.97,29.46,Inside Range,0.08654725356283227,0.03918943867557134,0.013745643372056637,0.16780946464589452,2024-2026
291,8480762,Eric Robinson,L,132,25,23,0,713.40535,CAR,3.0,262.76666666667,4.0,480.05,9.0,1590.1833333333,25.0,181.0,25.84,284.0,238.0,130.0,35.0,361.0,13.81,296.0,1037.0,13.0,742.81666666667,0.0,1.857793533622016,0.24232089568982815,0.32309452758643753,0.7269626870694845,14.6200273732863,2.0871906482083866,22.939711458637067,19.224124391393033,10.500572146559222,29.15928111467599,2.8270771163813286,23.908995041396377,83.76225627678393,10.5,99.0,2.5132815846398726,24.42,25.13,19.08,28.29,Inside Range,0.20710804503852015,-0.043612095417964764,0.055280346391427704,0.06539110109838342,2024-2026
156,8477940,Nikolaj Ehlers,L,132,44,69,3,972.8954,CAR,10.0,341.33333333333,4.0,751.76666666667,17.0,2155.3166666667,44.0,335.0,35.95,527.0,315.0,112.0,62.0,707.0,13.13,379.0,1234.0,21.0,1093.1,0.1646692891775684,3.787393651084073,0.5488976305918947,0.21955905223675787,0.9331259720062209,18.388070624828472,1.9732869819778613,28.92690513219285,17.29027536364468,6.14765346262922,38.80706248284695,3.403165309669747,20.803220199432808,67.7339676150398,11.53,61.0,2.5132593292282404,25.28,25.13,18.49,27.14,Inside Range,0.05278330705098258,0.13632722722503982,0.09166646833193032,0.0033681390907799313,2024-2026
134,8477479,Tyler Bertuzzi,L,143,50,43,1,1030.6509,CHI,9.0,486.45,7.0,869.15,15.0,2431.7166666667,50.0,259.0,46.84,414.0,336.0,206.0,46.0,487.0,19.31,260.0,1427.0,22.0,1355.6,0.04426084390675716,1.9032162879905579,0.3983475951608144,0.3098259073473001,0.6639126586013574,11.463558571850104,2.0731779285925054,18.323989377397464,14.871643552670404,9.117733844791974,21.555030982590736,2.035998819710829,11.507819415756861,63.16022425494247,9.74,123.0,2.5070554512285383,23.74,25.07,19.21,28.24,Inside Range,0.06744110975232914,-0.0341679968606772,-0.019348324201278355,0.2640164750086541,2024-2026
351,8481716,Dmitri Voronkov,L,134,40,39,1,928.462,CBJ,5.0,368.75,7.0,744.76666666667,14.0,2089.3166666667,40.0,263.0,45.75,398.0,305.0,213.0,59.0,451.0,15.21,373.0,1250.0,21.0,1113.51666666667,0.05388334256335019,2.101450359970657,0.2694167128167509,0.3771833979434513,0.7543667958869026,14.171319094161097,2.4651629222732705,21.445570340213372,16.434419481821806,11.477151965993588,24.30138749607093,3.179117211237661,20.09848677612962,67.35417820418773,11.32,67.0,2.50496884617456,25.11,25.05,18.83,28.41,Inside Range,0.0507290161305643,-0.014068435560930015,0.09303416298231959,0.1461599150930979,2024-2026
158,8477946,Dylan Larkin,C,145,58,67,4,1209.8362,DET,10.0,514.1,12.0,1039.5333333333,21.0,2922.0,58.0,424.0,63.07,646.0,472.0,215.0,71.0,844.0,13.68,335.0,1479.0,33.0,1553.6333333333,0.15447660323113893,2.5874831041215773,0.3861915080778473,0.4634298096934168,0.8110021669634794,16.374519942500726,2.4357098414469833,24.94797142182894,18.228239181274393,8.303117423673717,32.59456328177031,2.741959707352716,12.937415520607885,57.117724044713626,12.74,37.0,2.5029035209962833,26.2,25.03,18.5,27.85,Inside Range,0.15910665290445908,0.03957982575614366,0.0403133377825306,0.03478951702364319,2024-2026
154,8477935,Sam Bennett,C,140,48,52,2,1079.60525,FLA,11.0,465.81666666667,8.0,876.53333333333,15.0,2512.6,48.0,410.0,51.63,591.0,462.0,226.0,80.0,781.0,11.71,354.0,1484.0,23.0,1342.35,0.0893954631802436,2.3242820426863338,0.49167504749133983,0.3575818527209744,0.670465973851827,18.32606995194994,2.3077438819979887,26.416359369761988,20.65035199463627,10.101687339367528,34.908928371885125,3.5758185272097442,15.82299698290312,66.33143367974075,10.28,104.0,2.502795167456816,24.23,25.03,17.39,26.82,Inside Range,0.2036380766490034,0.009902834308190472,0.10806609144477436,-0.04792602247465705,2024-2026
213,8478550,Artemi Panarin,L,139,58,96,0,1218.57845,"NYR,LAK",12.0,654.21666666667,13.0,938.71666666667,16.0,2827.8333333333,58.0,415.0,45.67,689.0,450.0,88.0,71.0,1006.0,13.98,424.0,1610.0,29.0,1592.93333333334,0.0,3.615970536536354,0.45199631706704424,0.48966267682263126,0.6026617560893923,15.631539298568613,1.7202226500376592,25.952121871599456,16.94986189001416,3.3146396584916578,37.892357914120545,2.674311542646678,15.970536536368897,60.642839206495104,10.92,82.0,2.501926440534362,24.78,25.02,19.31,28.17,Inside Range,0.09179934144957141,0.12692823430723799,0.02811679085407426,0.02596788639397063,2024-2026
372,8482116,Tim Stützle,C,145,54,93,4,1206.70765,OTT,10.0,491.61666666667,8.0,1047.3833333333,17.0,2910.5333333333,54.0,318.0,40.79,451.0,383.0,144.0,53.0,613.0,16.98,511.0,1787.0,25.0,1538.99999999997,0.15594541910331688,3.6257309941521174,0.38986354775829224,0.31189083820663377,0.6627680311890968,12.397660818713693,1.5902534113060738,17.58284600389898,14.931773879142591,5.614035087719408,23.898635477583312,2.0662768031189485,19.92202729044873,69.66861598440681,9.75,121.0,2.5018429494489896,23.75,25.02,18.06,27.03,Inside Range,0.04174212780611497,0.13016494238847176,-0.034399716663439106,0.13522140838833163,2024-2026
164,8477956,David Pastrnak,R,140,66,115,4,1218.956,BOS,9.0,584.9,11.0,983.2,19.0,2864.1833333333,66.0,522.0,53.53,745.0,440.0,151.0,97.0,1075.0,12.64,503.0,1552.0,30.0,1568.1,0.15305146355462027,4.400229577195333,0.34436579299789555,0.4208915247752057,0.7269944518844462,19.973215993877943,2.0482112110197055,28.50583508704802,16.83566099100823,5.777692749186914,41.13258083030419,3.711497991199541,19.246221541993496,59.38396785919266,11.48,64.0,2.5000154161769625,25.24,25.0,19.52,28.68,Inside Range,0.006641461038889684,0.17644112728604272,0.11159733117615356,-0.023778690853630935,2024-2026
47,8475726,Tyler Toffoli,C,140,46,48,1,975.6910499999999,SJS,6.0,506.73333333333,11.0,760.4,17.0,2287.3,46.0,376.0,46.8,526.0,407.0,178.0,75.0,706.0,12.23,283.0,1342.0,28.0,1267.13333333333,0.047350975956226775,2.272846845898885,0.28410585573736064,0.5208607355184945,0.8049665912558552,17.80396695954127,2.216025674751413,24.906613352975285,19.271847214184298,8.428473720208366,33.4297890250961,3.551323196717008,13.400326195612177,63.545009733256336,13.26,28.0,2.4880950512348257,26.57,24.88,19.01,28.32,Inside Range,0.1532516677168217,0.005199492393135718,0.11015290388025545,-0.009623200284892608,2024-2026
334,8481557,Matt Boldy,L,142,62,83,3,1233.3546000000001,MIN,16.0,510.4,9.0,1088.4,19.0,2913.05,62.0,472.0,59.82,746.0,471.0,199.0,77.0,960.0,13.14,313.0,1182.0,28.0,1598.8000000000002,0.11258443832874654,3.114836127095321,0.6004503377533149,0.3377533149862396,0.7130347760820614,17.71328496372279,2.244933700275206,27.995996997748307,17.67575681761321,7.468101075806855,36.02702026519889,2.889667250437828,11.746309732299224,44.35826870152614,10.51,98.0,2.4846307041903457,24.43,24.85,17.31,26.69,Inside Range,0.11653527914419848,0.08790242801554371,0.050107036520299686,0.00097177298079687,2024-2026
384,8482159,Tyson Foerster,R,102,35,21,0,1029.186,PHI,5.0,355.48333333333,8.0,587.08333333333,15.0,1732.1666666667,35.0,183.0,23.44,280.0,224.0,98.0,43.0,362.0,19.13,180.0,1000.0,23.0,942.56666666666,0.0,1.3367754712310453,0.3182798741026298,0.5092477985642077,0.9548396223078895,11.649043392156251,1.4920960497931288,17.82367294974727,14.258938359797815,6.2382855324115445,23.0434628850304,2.7372069172826166,11.458075467694673,63.65597482052597,14.64,15.0,2.484234999854343,27.5,24.84,18.69,27.91,Inside Range,-0.019119121290567503,-0.11860459184877555,0.07254510268440123,0.32029942277977475,2024-2026
282,8480208,Drake Batherson,R,142,49,74,0,1074.0410000000002,OTT,10.0,421.6,5.0,903.9,17.0,2547.2333333333,49.0,321.0,42.36,495.0,354.0,164.0,47.0,607.0,15.26,417.0,1709.0,22.0,1325.5,0.0,3.3496793662768765,0.45265937382119953,0.22632968691059976,0.7695209354960393,14.530365899660506,1.9174651075066012,22.406639004149376,16.024141833270466,7.423613730667673,27.476423990946813,2.127499056959638,18.87589588834402,77.359486986043,9.96,114.0,2.4803284219653143,23.94,24.8,19.26,28.3,Inside Range,0.1001123447591678,0.1101168648872956,-0.029771206314724075,0.07075623110406626,2024-2026
335,8481559,Jack Hughes,C,105,42,73,3,1257.3148,NJD,6.0,380.83333333333,5.0,848.8,15.0,2199.2666666667,42.0,379.0,39.52,521.0,398.0,129.0,77.0,749.0,11.08,295.0,1293.0,20.0,1229.63333333333,0.14638510124969542,3.5620374637425885,0.29277020249939084,0.24397516874949238,0.7319255062484772,18.49331779121152,1.928379733795988,25.422212583697107,19.420423432459593,6.294559353736903,36.54748027867396,3.7572175987421823,14.39453495622005,63.09197863861873,9.76,120.0,2.47831110742769,23.76,24.78,21.07,30.13,Inside Range,0.1291997816291836,0.12095675634567982,0.11135842713251626,-0.11231804520919464,2024-2026
362,8482078,Lucas Raymond,L,145,47,98,1,1123.9365,DET,12.0,498.88333333333,11.0,967.25,14.0,2717.15,47.0,329.0,39.5,491.0,373.0,126.0,73.0,665.0,14.29,331.0,1468.0,25.0,1466.13333333333,0.040923972353583214,4.010549290651156,0.4910876682429986,0.45016369588941535,0.5729356129501649,13.463986904328877,1.616496907966537,20.093670425609357,15.264641687886538,5.156420516551485,27.214441615132834,2.9874499818115745,13.545834849036044,60.07639141506016,10.23,105.0,2.475710779414859,24.19,24.76,19.08,28.39,Inside Range,-0.022482259134275207,0.1549435477282362,0.0604371303122172,0.05369817297917201,2024-2026
273,8480039,Martin Necas,C,138,55,104,0,1205.91325,COL,14.0,522.11666666667,11.0,921.78333333333,13.0,2751.6,55.0,345.0,39.75,519.0,353.0,125.0,51.0,703.0,15.94,394.0,1417.0,24.0,1443.9,0.0,4.3216289216704755,0.5817577394556409,0.45709536671514645,0.5402036152088094,14.336172865156865,1.651776438811552,21.566590484105543,14.668605859131517,5.194265530853937,29.212549345522543,2.119260336588406,16.37232495325161,58.88219405776023,9.97,113.0,2.475025169513988,23.95,24.75,20.96,30.03,Inside Range,0.015180461504698095,0.1783126595564849,-0.03303137240123427,0.08544923332452947,2024-2026
407,8482720,Matthew Knies,L,140,45,64,1,1117.8841499999999,TOR,13.0,511.46666666667,4.0,866.35,17.0,2606.5333333333,45.0,271.0,43.73,383.0,355.0,231.0,44.0,460.0,16.61,346.0,1438.0,21.0,1377.81666666667,0.043547157943122465,2.7870181083598378,0.566113053260592,0.17418863177248986,0.7403016850330819,11.801279802586189,1.9043172168527451,16.678561492215906,15.459241069808474,10.05939348486129,20.031692653836338,1.9160749494973885,15.067316648320373,62.6208131222101,9.14,143.0,2.4744447949094903,23.16,24.74,16.99,25.91,Inside Range,0.10095704397444055,0.0636316463135832,-0.05112618145977138,0.13186809855172843,2024-2026
33,8475184,Chris Kreider,L,125,43,26,1,1012.7127,ANA,8.0,481.76666666667,7.0,661.56666666667,14.0,2108.45,43.0,259.0,42.96,387.0,327.0,207.0,36.0,483.0,16.6,287.0,1146.0,21.0,1143.33333333334,0.05247813411078687,1.3644314868804583,0.41982507288629495,0.36734693877550806,0.7346938775510161,13.591836734693798,2.2544606413994037,20.309037900874518,17.160349854227302,10.86297376093288,25.346938775510054,1.8892128279883271,15.06122448979583,60.13994169096175,11.02,77.0,2.4708799174825558,24.87,24.71,18.97,28.55,Inside Range,0.21901704824027335,-0.10982673134732232,-0.04221160412397551,0.17478701718407252,2024-2026
0,8470621,Corey Perry,R,133,32,28,0,784.7456999999999,"LAK,TBL",5.0,341.86666666667,8.0,597.4,11.0,1719.4166666667,32.0,193.0,32.61,293.0,240.0,145.0,40.0,375.0,16.58,277.0,1087.0,19.0,939.2666666666701,0.0,1.7886294272127126,0.31939811200227014,0.5110369792036321,0.7026758464049943,12.328767123287626,2.0831144864788054,18.71672936333303,15.331109376108966,9.262545248065834,23.95485840017026,2.555184896018161,17.694655404925765,69.43714954929352,12.14,50.0,2.4663480009829724,25.76,24.66,18.28,27.28,Inside Range,0.04898580447276707,-0.049121368876930915,0.04033787498090319,0.19703150287672455,2024-2026
270,8480023,Robert Thomas,C,116,36,85,2,1165.62325,STL,9.0,360.15,6.0,771.45,12.0,2282.6333333333,36.0,219.0,27.68,326.0,263.0,94.0,40.0,451.0,16.44,341.0,1182.0,18.0,1131.6,0.10604453870625664,4.506892895015907,0.4772004241781549,0.3181336161187699,0.6362672322375398,11.611876988335101,1.467656415694592,17.285259809119832,13.944856839872749,4.984093319194062,23.91304347826087,2.1208907741251326,18.080593849416754,62.67232237539767,9.54,127.0,2.4642097307597073,23.55,24.64,18.77,27.8,Inside Range,-0.03043176642559231,0.19025045420011805,-0.03129261358415142,0.10656946903982278,2024-2026
348,8481656,Aliaksei Protas,L,137,51,59,1,1044.8973,WSH,20.0,459.11666666667,10.0,816.38333333333,14.0,2371.4666666667,51.0,274.0,39.75,429.0,299.0,145.0,34.0,508.0,18.61,370.0,1371.0,24.0,1275.5,0.047040376323010585,2.7753822030576245,0.9408075264602117,0.47040376323010585,0.6585652685221483,12.8890631125049,1.8698549588396707,20.18032144257154,14.065072520580165,6.820854566836535,23.896511172089376,1.5993727949823597,17.404939239513915,64.49235593884751,11.29,71.0,2.451815454783522,25.09,24.52,19.75,28.3,Inside Range,0.06081002169982064,0.06556940887131918,-0.09583426164079176,0.19215609832366332,2024-2026
422,8483445,Cutter Gauthier,L,144,52,49,3,948.9307000000001,ANA,6.0,469.31666666667,15.0,836.43333333333,17.0,2244.2333333333,52.0,424.0,42.95,653.0,386.0,120.0,82.0,861.0,12.26,302.0,1391.0,32.0,1305.75,0.13785180930499713,2.25157955198162,0.27570361860999426,0.6892590465249857,0.781160252728317,19.48305571510626,1.9735784032165424,30.00574382538771,17.73693279724296,5.514072372199886,39.56346927053418,3.767949454336588,13.877082136703045,63.91728891441701,14.7,14.0,2.447390909890392,27.54,24.47,16.66,25.71,Outside Range,0.0775038163754952,0.004551459277001707,0.1293228149555889,0.006898631752800921,2024-2026
251,8479638,Justin Brazeau,R,124,27,25,0,744.13865,PIT,5.0,310.86666666667,3.0,495.98333333333,12.0,1522.8333333333,27.0,176.0,27.72,261.0,217.0,136.0,32.0,301.0,15.34,194.0,1172.0,15.0,806.85,0.0,1.8590816136828408,0.3718163227365681,0.2230897936419409,0.8923591745677636,13.087934560327199,2.0613496932515334,19.408812046848855,16.136828406767055,10.113403978434652,22.383342628741403,2.379624465514036,14.426473322178843,87.15374604945157,11.15,73.0,2.4466186356625625,24.97,24.47,20.17,29.24,Inside Range,0.10763915085681658,-0.03809590313317951,0.015466675814309272,0.13249452459510846,2024-2026
361,8482077,Dylan Holloway,L,117,38,51,1,1033.58375,STL,7.0,356.43333333333,4.0,662.48333333333,14.0,2020.9833333333,39.0,280.0,27.82,376.0,272.0,112.0,45.0,524.0,13.93,267.0,1249.0,18.0,1018.91666666666,0.0588860718082935,3.003189662222969,0.4122025026580546,0.235544287233174,0.8244050053161092,16.488100106322182,1.6382105177067252,22.141162999918357,16.017011531855836,6.595240042528873,30.8563016275458,2.649873231373208,15.722581172814367,73.54870368855859,10.6,94.0,2.4445791458385933,24.51,24.45,17.82,27.33,Inside Range,0.058735888079998355,0.08145742685194335,0.03159851516066292,0.04367312821648128,2024-2026
326,8481528,Dylan Cozens,C,145,39,57,0,1023.8469500000001,OTT,8.0,436.71666666667,5.0,802.31666666667,11.0,2474.2333333333,39.0,338.0,40.79,469.0,404.0,166.0,58.0,614.0,11.54,389.0,1540.0,16.0,1239.0333333333401,0.0,2.7602162976513798,0.3873987786177375,0.24212423663608593,0.5326733205993891,16.367598396599412,1.9752495224771889,22.711253396464862,19.563638320195743,8.038524656318053,29.732856258911355,2.808641144978597,18.83726561028749,74.57426488391448,7.75,200.0,2.444379724827218,21.69,24.44,18.34,27.41,Inside Range,0.21129173913428817,0.059024877505127527,0.037546771449148364,-0.09259785079085053,2024-2026
173,8478042,Viktor Arvidsson,L,118,33,29,0,884.04255,BOS,8.0,278.33333333333,5.0,623.76666666667,12.0,1756.15,33.0,297.0,33.98,437.0,302.0,126.0,58.0,581.0,11.11,233.0,1044.0,17.0,902.0999999999999,0.0,1.928832723644829,0.5320917858330563,0.3325573661456601,0.7981376787495844,19.75390754905221,2.260059860325906,29.0655138011307,20.086464915197872,8.380445626870635,38.643165946125706,3.857665447289658,15.497173262387761,69.43797805121383,11.31,68.0,2.443859543418868,25.1,24.44,17.59,26.84,Inside Range,0.1772590024969406,-0.0336865447777574,0.13228737529512768,-0.061114477124946776,2024-2026
21,8474564,Steven Stamkos,C,145,57,46,4,1070.2716500000001,NSH,10.0,563.43333333333,12.0,918.31666666667,23.0,2589.5666666667,57.0,326.0,43.0,477.0,349.0,137.0,60.0,656.0,17.48,408.0,1513.0,35.0,1481.75,0.1619706428209887,1.86266239244137,0.40492660705247174,0.48591192846296605,0.931331196220685,13.20060738991058,1.7411844103256284,19.3149991564029,14.131938586131264,5.547494516618863,26.563185422642146,2.4295596423148305,16.521005567740847,61.26539564703897,14.17,19.0,2.4404614876542956,27.19,24.4,17.24,26.57,Outside Range,-0.010301476637055051,-0.037416492424073966,0.02945495183371344,0.22961031735220194,2024-2026
450,8484153,Leo Carlsson,C,127,41,56,3,1066.87715,ANA,7.0,493.41666666667,6.0,802.71666666667,14.0,2219.7,41.0,243.0,31.39,365.0,306.0,139.0,46.0,481.0,16.87,278.0,1210.0,20.0,1296.13333333334,0.1388746013784583,2.592325892397888,0.324040736549736,0.2777492027569166,0.648081473099472,11.248842711655122,1.4530912457566019,16.896409834379092,14.165209340602745,6.434523197201901,22.266227754346144,2.1294105544696937,12.869046394403801,56.01275588931151,9.26,140.0,2.4344966174682527,23.28,24.34,19.48,28.12,Inside Range,0.00794109467455234,0.046312153026680125,-0.01641622134741988,0.16754540358493097,2024-2026
396,8482659,Josh Doan,R,116,28,35,0,890.5434,BUF,6.0,299.2,7.0,590.25,11.0,1740.25,28.0,228.0,38.17,351.0,268.0,162.0,45.0,443.0,12.28,280.0,1167.0,18.0,889.45,0.0,2.361009612681994,0.4047445050311991,0.47220192253639887,0.7420315925571982,15.380291191185563,2.574849626173478,23.677553544325143,18.078587891393557,10.928101635842374,29.883635954803527,3.0355837877339926,18.888076901455953,78.72280622856822,12.14,48.0,2.4343958185411525,25.76,24.34,18.32,27.09,Inside Range,0.1388470398818203,0.019169519271807434,0.06742939456526853,-0.020164322707248772,2024-2026
140,8477500,Bo Horvat,C,131,55,46,5,1226.7737000000002,NYI,9.0,540.26666666667,15.0,1029.1166666667,22.0,2691.8833333333,56.0,419.0,51.19,601.0,454.0,160.0,77.0,753.0,13.37,277.0,1406.0,37.0,1569.38333333337,0.19115788579377865,1.7586525493027636,0.34408419442880156,0.5734736573813359,0.841094697492626,16.019030829518652,1.9570744347567055,22.97717787241219,17.3571360300751,6.117052345400917,28.788377600543065,2.9438314412241913,10.590146872975337,53.753597485210555,14.15,20.0,2.4322959969858733,27.18,24.32,17.74,26.16,Outside Range,0.12436795998741823,-0.05272912176806846,0.06965368829553764,0.061889282941480106,2024-2026
198,8478440,Dylan Strome,C,145,45,87,0,1073.8613500000001,WSH,7.0,519.95,8.0,888.73333333333,19.0,2585.4,45.0,274.0,37.28,384.0,306.0,159.0,62.0,480.0,16.42,545.0,1389.0,27.0,1408.6833333333302,0.0,3.705587960388551,0.29815075543356157,0.34074372049549895,0.8092663361768099,11.670472426970838,1.5878657375090248,16.355698583783948,13.033447308952834,6.772281444848041,20.444623229729935,2.6407638338401167,23.213165958755862,59.161628471031,11.5,63.0,2.4284628119535974,25.26,24.28,17.2,25.91,Inside Range,-0.12848978062760838,0.13768655683173392,0.03732943990082099,0.1528224083191405,2024-2026
409,8482737,Zachary Bolduc,R,134,29,33,0,790.881,MTL,4.0,341.68333333333,4.0,596.8,14.0,1762.55,29.0,201.0,26.51,329.0,257.0,100.0,36.0,433.0,14.43,233.0,1239.0,18.0,938.4833333333299,0.0,2.1097870677866846,0.2557317657923254,0.2557317657923254,0.895061180273139,12.850521231064352,1.6948622777886369,21.033937736418768,16.43076595215691,6.393294144808135,27.682963647019225,2.3015858921309285,14.896375357402956,79.2129144541728,11.51,62.0,2.4281678303798637,25.27,24.28,19.85,29.27,Inside Range,0.12630617652758963,-0.0058626224237411095,0.00070187812595357,0.07790821062055475,2024-2026
